cluster	question	 
5	Under what section in a job description should the "ability to travel X% of time" be written?	
8	It has to do with the I-9 form. I'm putting together a training on how to fill them out properly. The last part, section 2, where employer fills out. It says employer business or origination name and address. What would we put in that part because we have so many different names? Should we put the location name the employee is working at or the over all name? Would we put the DBA names or the legal name? Would the address be the head quarters address or the location where the employee is located?	
6	We have hired an intern who is under 18 - can we send him for a drug test which is our normal hiring protocol or do we need his parents permission?	
1	Offer of employment for an applicant who wants to work a specific shift. She wants to work 730-4 but the hours are 8-430. Are we obligated to let her work 730 -400 if it's due to daycare issues?	
6	We are hiring a foreign student from India for 10 weeks as an intern. She goes to the University of Texas in Dallas. What documentation do I need to make sure that I collect for payroll purposes?	
8	What would you do if you found out someone owed a ton of personal income tax (they were listed in a newspaper article on a list of people who owed an exorbitant amount of income tax ). The position this person would fill would have access to a company credit card for purchasing travel and other company related items, and also to some petty cash. I like the candidate and the individual is qualified for the position, but Im a bit torn about what Ive discovered. I dont want to be paranoid, thinking that this individual would be dishonest because I dont know all the facts. During the background check, do I need to include a credit check, as well? The position is not in Accounting, so money access is limited and only as directed. Should I ask the candidate about this?	
1	Can we accept a social security card with the wrong name as a "list C" document on the I-9? If her drivers' license was used for "list B" document and has her current/correct name?	
6	We are hiring a consultant. What paperwork do we need them to complete? What are state and federal guidlines? I want to make sure I am giving them every thing I need to give them. Thank you	
5	Job applications Sales position opening and wondering if I have to interview everyone who submitted a resume?	
3	I have a question on the possible new CA rule on background check. Working on updating my employee Handbook and would like to know if the background check should be performed during a conditional offer of employment or during the probationary period? Please email response.	
3	If we complete a background check on a potential employee that comes back with results that cause us not to hire that individual, is there anything that we should/are required to do other the sending them a declination letter?	
7	A volunteer had something come up on his record regarding indecency with a child and he was on the sex offender registry. We sent the pre-adverse action notice and he said this should not have come up that it was dismissed. We directed him to the background check company and afterwards, we received information stating the record was dismissed and everything is clean. Can we still take action based on what we saw before?	
7	During a job interview a candidate volunteered that he has had multiple shoulder surgeries. We operate quarries and the job is very physically demanding. Before extending an offer, can we ask to see a release from the doctor? If we wait until after an offer to see a release, how would we handle if he refuses? Could we require a fitness for duty after a conditional offer? This hire will be in Iowa.	
2	From : gina@dixon-associates.com Subject : FW: New Health Insurance Marketplace Coverage Good afternoon, Would you be able to provide me with the below highlighted items? From: Maria Soloperto [mailto:MSoloperto@Komangs.com] Sent: Monday, March 20, 2017 10:49 AM To: Gina Chase Subject: New Health Insurance Marketplace Coverage Good morning Gina, I am trying to figure out where to go for certain documents that I believe newly hired employee's should be supplied with at DOH. 1. New Health Insurance Marketplace Coverage Options Form. The one that I have which is filled out but outdated is OMB No. 1210-0149 (Expires 11-30-2013). Also we currently are not supplying any Notice of COBRA continuation coverage notices upon hire, or any of the state mandated notices that I believe are required. Are you the "go to" person for a question like this?	
7	An employee brought me his receipt from the SSA for his SS card. How do I enter that on the I-9? How do I complete the I-9 when he brings me the actual card?	
8	Candidate came up on the sex offender register; violent crime from 2008. Can the employer not move forward with the hire?	
6	Are written offer letters required for hourly employees in South Carolina? What about Illinois and Wisconsin? We have about 250 employees in SC, 200+ in IL and 50+ in WI.	
3	Do you have an "intent to conduct a background check" form to give to applicants? We provide them with an authorization form and the FCRA Notice, but we never have heard of an "intent" form needing to be provided.	
0	In the State of California are you allowed to hire an unpaid intern or do you have to pay them minimum wage? Are there only allowed to work a certain # of hrs. per week or day?	
4	When calling on references, what questions are we allowed to ask? Can we ask if the company would hire that candidate back?	
7	I received the below question from a client. Can you please assist? We have a project that we need help with for a short period of time. Management is proposing that we bring on an individual as a consultant. Since its such a short amount of time, we dont want to hire him as we couldnt provide full time work for him. This individual doesnt have a business where he does this type of thing. Were just looking for his input and experience to help us out. My thought is that we really cant bring him on as a consultant. Wed pay him more than the $600 limit and need to 1099 him. And since he doesnt do this as a business that wouldnt work. Also he wouldnt be covered under our workers comp if he was a consultant, so hed need to have his own coverage. Can you give us some advice on what our options are in this situation?	
4	We really like the "Employment Application-Professional" Form, however, due to the nature of our work we would like to ask about criminal history, can this question be added to the form?	
4	We have a new manager who will be interviewing for the first time. Do have any resources which would assist her in learning about interviewing? What questions to ask and now ask?	
3	Im new with the company. They have been doing Drug and Background screening. We run a convenience store business and there is lots of turnover. We were doing the background screen first, but found at least 30% don't show for the drug test. We switched the order of drug screening first, then background check. Is there anything that prohibits the drug screening first?	
4	Questions not to ask during an interview	
0	Hello, Can you advise of cognitive tests available for recruiting to identify performance in actual job duties? I am not looking for personality test. I hope you can advise, Thank you, Daniela	
6	We have mostly remote employees. We're looking to hire a citizen of U.S. that resides in Canada and will work remotely from Canada. Individual has not been hired yet. Can you provide guidance on what we need to do to hire them?	
5	What document ion do you need when hiring an employee that is in the US on a School VISA? What documentation do you need when hiring an employee that is in the US on a Work VISA?	
5	I'm looking for a template for an agreement that our company might sign with a person (local Mexican consultant) to pay him for candidate referrals who we would hire.	
8	I am thinking it may be time to change our procedures when it comes to background screenings. In the past, the supervisor or manager request that HR runs the background screenings and we send it back to the supervisor/manager for review. I have gone to different HR seminars/webinars and they mention that supv/mgmt. should not be looking at them after they have been run; that we should only disclosed they have met the qualifications to be hired. Can you provide your thoughts and recommendations in regards to disclosing screenings to anyone outside of HR? Can you also provide recommendation on where the drug screen results should be filed? Currently we file in an employee file (not personnel file) with a section tab called background screenings. Recently, one of my staff has gone to a HR seminar and was told they should be filed with the medical file.	
8	Good Morning, The client that is having an HR issue is Wisconsin based not Illinois based. Can this please be corrected? Thank you.	
6	We require candidates to complete applications. We have candidates come to us via temporary agencies and 3rd party recruiters. When we do a direct hire or to temp to hire, should have candidates complete our company's application prior to initiating the pre-employment screening process/giving the offer? From previous experience I believe we are supposed to but I cannot find any regulation to support that.	
7	we are having an issue with the employee name suffix. we have employees that have JR in their name. the DL does not have it, the social does and when he fills out his I-9 he does not include it. He also does not use it on his signature. What legal name should we use in our employee system and on the new hire paperwork? should we make him include the JR? We have always used what the employee uses on his I-9 as the name for our employee file. Please help	
0	We have recently been notified we need to do SORI checks for new hires. Do you have any information to share on this process and do we need permission from candidates to do this check?	
6	can we hire a Canadian national full time that is currently a student in the us?	
2	Unregistered user: The Chemistry Group Caitlin Collins, caitlync@thechemistrygroup.com; 949-278-8428 Can you confirm the required new hire and termination forms for the following states: CA, NY WA?	
5	May an employer ask an employee to show proof of ability to work in the US?	
4	Can an employer ask for a yes/no response about disability status on a job application? We are required for our affirmative action plan to track this for applicants and employees, but our research so far has shown us that employers are prohibited from asking this before hiring an individual. Thanks.	
1	We have an employee with a H-4 visa. She has this visa because her husband has a H1-B visa. She's concerned that she might lose her H-4 visa because of all the stuff in D.C, and she's asked us to sponsor her. Do you have free services to assist employers with the process of sponsoring an employee for an H1-B visa.	
8	We have a very specific process that we following when hiring employees. The protocol includes posting the job internally and externally. We had several interviews and picked the best candidate. However, the candidate has declined the job. Are we required to go through the process again or is it okay to approach individuals that we think will be a good fit?	
6	We have decided to hire a paid intern, what paperwork do they need to complete? Do they need to complete an Application, W-4 & I9? Do we need to present them with all the WC, EDD and Sexual Harassment brochures?	
8	Good Afternoon, We currently employ 88 f/t employees. Now that the I-9 Form has been updated, do we need to submit it to anyone? We currently just collect the new hires two forms of ID and have them complete the I-9 and we complete our sections as well. We keep the I-9's on file. Is this the correct way to handle it? Also, can you please advise the best way to handle employee's personal files, medical records, disciplinary actions, training records, etc... Thank you, Kellie Morningstar	
0	Do you offer recruiting services?	
0	I'm not sure if ThinkHR would have something like this but it's worth a shot to ask. I need to create a Brainshark or short welcome script new hires can listen to learn about the company and their benefits. Are you aware of any sources that could help me get started?	
6	What is the legal working age in Texas? We are planning on hiring some of our students as paid interns, part-time during the summer. How young can they be?	
7	A new hire entered on his employment application that he had one conviction only. When we ran his DOJ report, we found he had 3 convictions within the last few years. When asked about this, he said that he didnt realize the other 2 offenses were actual convictions that is why he did not report. Each conviction was due to disorderly conduct, and the third was for obstructing an officer. Can we terminate him?	
5	What does a company need to consider before hiring a Tier III Sex Offender?	
0	My client wants to do pre-employment testing. I have looked at three different companies and he doesn't like them. Can you suggest some pre-employment testing companies that are popular or you recommend?	
2	Looking for guidance on IRS form 8850. Should we include that in our new hire package?	
8	We recently had interviews for a recent open position, we had several 1st interviews and selected candidates to move on to the 2nd interview. Our hiring manager decided that he was not satisfied with the 2nd interview candidates, we will NOT be extending the job offer to anyone. What would be the best practice for this type of candidate rejection?	
8	I'm hiring a few people who will be starting in a week or two and we use JustWorks as the PEO. I know they do the I-9 but are there additional hiring compliance documents/steps I should be aware of? Everyone is being hired in the state of New York, some will work in New York City.	
2	We are considering starting aptitude and personality testing for our new hires. The personality testing would largely be used to assist us in training the person and knowing more about their learning styles.	
5	Is there a tax deduction election form for Washington State (similar to the DE4 for California)?	
5	Form I-9: Employee brought in an expired Passport	
0	We are a large medical group with offices in Maryland, DC and Virginia. Please let me know what forms need to be completed for an employee who lives in DC but works in Maryland. Thank you. rotter.barbara@yahoo.com	
0	Our Director of Finance is leaving the US and moving to Australia next month. We agreed to terminate him as an employee and keep him on as a contractor at a fixed rate. Do you have any contractor agreement templates specifically related to Finance?	
2	We are a California-based employee but will be hiring in the state of Utah. Where would the employee pay state taxes? Which form do we provide the new hire?	
8	Our onboarding system has our employees complete the W4 and electronically sign the form. Do we still need to the employee to physically sign the W4 or will the electronic signature suffice?	
3	One of our department directors is requesting to see a copy of the background check results of a group of new hires for her team. Must I share those results with her?	
3	Background check - clarity on the timing of these. We used to do background check once a decision to make an offer, but before the offer was made. We then switched to making a conditional offer and once accepted, we run the background check. We want to confirm this is the recommended way. We will be having a meeting with all program directors next week and may call in again.	
8	I have a Corporation that provides optometric physician services operating out of 2 locations. Is it possible to create a contract with a Corporation that provides optometric services? Typically I would hire an doctor of optometry as an part time or full time employee and pay them an hourly wage. In this case the doctor of optometry works for a corporation and request that I should contract with the corporation to provide optometric services for our office. Any issue with this situation? Are there any limitations in what the contract states? For example patient ownership, examination billing, whose responsible for lease, equipment, employees etc. Thanks for your help.	
5	what tools are available that all me to pre-screen employees for problems with absenteeism	
8	We are hiring a new Executive Director and part of our hiring practices for these positions is to perform a credit check. This individual will have access to cash flow, etc. Therefore, it is relevant to the job. However, the candidate is pushing back stating that in the state of NV it is illegal to perform a credit check. Is this true?	
4	When should you ask a potential employee to complete a background check form. Is it ok to ask them during the 1st interview, after or before	
8	(spoke to user's spouse: Gladys - suggested she get added as a user) We put our employees through a 12 tests process. One employee had 4 positive tests out of the 12. The testing vendor said the employee has prescriptions for these 4 positives so truly they're not positive. How should I process this employee? I want to reduce liability for the company. The employee says he'll take these medicines at night.	
3	I have a question regarding best practices when selecting aliases to run a criminal search background check. There are times where it is cost prohibitive to run all found aliases for a candidate (40+). We do want to ensure that we are doing our due diligence, however. What are your recommendations on how to select which to run?	
5	I was wondering if I want to check references with a new candidates previous employer, is there a procedure or certain guidelines I have to follow.	
5	Termination and employment contracts. Can an employer include reasons for not terminating an employee in an employment contract?	
2	If an former employee quits and wants to return to working for u,(2 weeks later) do they need to fill all new, new hire paperwork?	
7	They have about 200 employees in MI, and have an employee they would like to hire that has informed them that he wont pass the drug test as he takes marijuana in pill for migraines. They sent him for a drug test and havent gotten the drug test back. Theyd still like to offer him employment, but he would be an auto tech and from time to time would be required to drive a car on their lot. Theyre wondering from a liability standpoint, can they offer him employment or not offer him? They offered contingent upon passing the drug test. Their insurance requires everyone to sign off as drug free as they all may drive company vehicles at some point, so the insurance company probably wouldn't allow the hire.	
3	We are hiring an employee through a temp-to-hire agency. However, we perform background checks on all our employees. This temporary employee will have access to confidential information and we would like to perform a background on their before they come on board. Should we do the background or should have the the temp agency do it? How can we process this new hire?	
3	Employer has a pre-employment drug screens and a background check. If employers determines that the do not want to move forward with employment how do they communicate this to the potential employee.	
4	May an employer's application ask if an applicant has a disability?	
7	WE have a new employee. He was not able to find either his birth certificate or his social security card for the I9 verification. He has ordered replacements but doesn't have them yet. What do I need to be aware of? Can he work until his documents come in? I know him personally, and I know his parents and I know they are US citizens.	
8	I scheduled an in-person interview with an applicant. They showed up on the wrong Monday and thus will have to come back next Monday to interview. Our front office caught wind of this as they see the applicants come in the door. The position being filled is for the front office. They now know that the applicant got the wrong day. Since the position is a billing & scheduling specialist, I do feel they made a bad impression as they scheduled wrong already. Is it legal to cancel an interview I already scheduled based off of this information? Or should I go forth with the interview knowing they won't be a good fit? There are many qualified applicants and this is one of many interviews scheduled. It's already a tough competition as it is. Over 150 applications came in within a few weeks for this position.	
5	Work permit for a minor. Send state specific guidelines.	
4	We are interviewing a candidate who is in California. I only have a Florida and a Connecticut employment application. Can you send me an employment application that can be used in CA?	
8	Its in regards to the I-9. I was reading the handbook. We have a lot of hard copies of the I9 that are well over the expiration date based on page 31 of the handbook of the I9 and it doesn't really tell me what happens when they met the day. We would like to make some room. If we cannot shred them, should I scan them and keep them in a password protected place? I want to make sure I am in compliance.	
0	Employer is seeking an employment application that may be used online. Do you have a recommend for a vendor.	
6	May we hire someone who is under 18-years-old (actually the candidate is going to be 18 in a few months)? What are the required documents and procedure by EDD that we need to do in order to hire a minor?	
2	We are wondering if a current employee is promoted to a position that would normally sign a non-compete agreement as a new hire, can they sign one when promoted? Or is it only at time of new hire to organization?	
4	Are we legally required to have a walk-in applicant fill out an employment application form?	
2	what forms and/or paperwork is needed for a new hire that will be a 1099?	
2	I am new to my company. At my previous company all employee records were kept in hard copy. Now I'd like to keep digital records. Are there any documents which must be retained in hard copy format? I was thinking about a binder for I-9 forms.	
4	Was there a new law passed in Los Angeles CA that prohibits employers from asking about criminal offense prior to am interview. In other words, you can't have questions relating to criminal arrests on the application?	
3	Background Checks	
7	We made an offer to an applicant and conducted a background screen. We have discovered he provided false information about previous employment and his credit check results were quite bad (he is applying for a bank teller position). We've decided not to hire him but can you go over the adverse action requirements?	
1	We want to hire an employee who lives and will be working in London. JW tells us we cannot enter her in the payroll system because she is outside of the U.S. How can we pay her?	
1	A former non-exempt employee resigned her position 12/31/2016. She wants to return and cover while her sister goes on pregnancy leave. This will be a defined-term assignment (3-7 mos). She is not currently eligible for CA SUI because she left voluntarily. Would this new assignment change her status?	
6	We are considering having an applicant shadow existing staff. The applicant would see our systems including potentially social security information. Can we have them sign a confidentiality agreement?	
2	In New Jersey, do they allow you to hire an employee that is 18, but he is still in high school?	
0	I have a small group in Tulsa, OK with fewer than ten employees and they have asked the following question - can you please provide input (see below)? Thanks very much. "I'm in discussions with a father/son team in Little Rock about affiliating with us and would essentially be employees, but will exist under an affiliation agreement."	
5	Is there any state law that requires employers to post all job openings internally and externally?	
0	Do you have a sample offer letter which has language for a temp to hire?	
5	What if E-verify was not completed more than 3 months ago? Should we submit it anyway?	
6	Hello! We are looking to bring on computer engineering interns this upcoming summer and we were wondering if we can pay them their wages through monthly stipends or if they should be paid hourly. Any guidance would be helpful! Thanks!	
6	We are interested in hiring and sharing employees with other nonprofit organizations. Please provide any HR procedural processes and guidelines for implementation.	
6	Hello! We are having trouble identifying international students during the hiring process. Currently, we do not participate in the OPT and CPT programs for individuals with F-1 visas. However, we are hiring people who received work authorization through another company and then applying with us. They do not disclose on the front end that they are international students, and we have been having issues deducting SS and medicaid/medicare taxes from their paychecks and then having to reimburse them. What are different options for us to uncover their how they have received work authorization without being discriminatory or breaking any hiring laws?	
8	To whom this may concern: I recently completed an I-9 audit on all current and termed employee files for our company. I noticed that new forms need to be filled out by all current employees as section 2 and 3 was never filled out by the employer and the form being used was expired. Do you have a sample document of an I-9 audit memo that I can distribute to my employees to inform them of why an audit was done and what needs to be done and why a new I-9 needs to be completed. I appreciate any help that can provided to me. Thank you- Kayla W.	
3	We have an employer who would like to conduct a pre-offer FBI background. Is this allowed?	
7	We have an employee who was terminated for stealing a couple of years ago. He has reapplied now and due to the circumstances, we do not want to reconsider hiring him. We want to talk about ways to approach this.	
0	I just attended a training and it has prompted me to review our job descriptions. Do you offer tools to assist us in crafting/updating our job descriptions?	
1	415-275-4064 An employee's start date was 3/9. On 3/14 we met to go over paperwork and go over I-9. She said her ss card has expired and that she should receive a new card early April. Can I have her start working? Can I use the receipt they gave her?	
5	Applicant Data Form to collect information for EEOC reporting. Sample needed.	
4	Can you ask on an application, if they have ever been convicted of a felony?	
8	Hello, I recently ask a question about hiring a minor under 18 and you all sent me a link with some good information in regards to filling out the I9. In that information is says to check the minor status box and I cannot find that box anywhere. See below in the instructions; How to complete Form I-9 for a Minor In Section 1, the minors parent or legal guardian: Completes the minors information and checks the box by the minors status Enters minor under age 18 in the signature field Completes the Preparer and/or Translator Certification field Then also does the guardian or parent of the minor check one of the numbers 1-4; citizen of united states, permanent resident?	
0	Do you have any information on California Law as it relates to internships?	
0	Do you have an offer letter template for both exempt and nonexempt employees that I could adapt for use in my organization?	
3	What are the best practices for handling background check results that show a conviction of a felony or a misdemeanor? A current candidate has an active warrant, how should we manage this in our hiring decision?	
8	Is there ever a time that an intern is paid below minimum wage. This intern is not in the food & beverage industry and would not earn gratuities or tips. It would be in the newspaper industry.	
8	We have multiple 'communities' in 17 states. Verification of the I-9 form will be completed at each location will be done out of our main location. Can we have the I-9 emailed over to complete the E-verify?	
4	We have a question regarding the legal ability to ask about an employees ability to work in the US. Legally we can ask if the individual is authorized to work in the US. However, we are an ITAR facility and in order to be compliant we can only hire a US Person (Citizen, permanent resident, green card holder). Can we be more specific in our question regarding the candidates ability to comply with this requirement?	
8	One of our entities where we have corporate oversight to, hires temps to come work at their site. They assign temporary access cards into the worksite for the day so they can perform their jobs for that time period. It turns out that they just hired someone who is the son of an employee. The son is hired through the temp agency and theyre having that employee work in the office as an intern. This person is an intern, the person he would be reporting to is a family member, and theyre asking for him to be given access to the HRIS system, which would give him access to payroll, etc.	
3	Hi- to explain in a little more detail. We have in the past come across a background check where the SSN search has come up with 40 or so names, anything reported associated with that SSN. Often its nicknames, misspellings, maiden names etc. However, we then have to decide which aliases to then run a county criminal search on, and there is a cost associated with each name. This is where we struggle on deciding what needs to be run. Thanks, Kayleigh	
7	We have an employee that may come back with a positive test result. He was informed that he would be subject to a drug screen, but he did not sign an authorization form for us to perform the test. Would this be a problem?	
8	We normally run a criminal background check and driving record for all of our employees. We have a few people that we just hired from out of state. They live in Nevada, but are working for us in Minnesota (and residing here in the meantime as well). I sent the criminal and driving records request over to the company that we use and they said that they can not run a criminal check on them unless their drivers license says they are living in MN. I am told Nevada has very strict rules on who can see that information. Could you please guide me in the right direction so that I can complete our process for these new hires?	
7	I'm about to enter an I-9 in E-Verify. He gave a final decree of adoption as a List C document. That is not on the List. Can we let him know that we cannot accept it?	
3	During interviews, we have all candidates fill out three forms to speed up the process, in the chance that they do receive an offer: 1) An application 2) Background check form 3) Drug test waiver form These three forms, along with their resume, is kept on file. There is nothing that is done with them, unless they receive an offer. My question is, if we do not give an offer, is it okay to shred the application, background check form, and drug test (for a lack of space)? That way, we only keep the resumes on file? My second question is, how long do we need to keep the resumes on file for? Thank you	
8	via email: I was hoping to have the EOE language that we include in every job posting reviewed. We currently use this: Second Harvest Food Bank does not discriminate against any employee or applicant for employment because of race, color, creed, religion, national origin, ancestry, disability, medical condition (cancer related and genetic characteristics), marital status, sex, sexual orientation, age (over 18), veteran status, gender, pregnancy, or any other non-merit factor unrelated to job duties. Such actions shall include, but not be limited to, the following: recruitment; advertising; layoff or termination; rate of pay or other forms of compensation; selection for training including apprenticeship; and employment upgrading, demotion, or transfer. Are there any edits needed?	
7	We have a candidate for an assistance maintenance position who was to have started in two weeks. He has told our hiring manager that he was injured on the job at his old employer (due to a fall of the roof), and that he'll be incapacitated for 3-weeks. He would like to stay with his old employer for that 3 week period to see his way through his recovery as they'll take care of the cost. How should we handle?	
0	Can you give me guidance in rescinding a job offer. Contingent job offer based on background and drug screen. Is there a risk in doing this?	
1	We were in the process of hiring a manger to manage our properties. She will have access to confidential information regarding the tenants. In her background report she was charged with identify theft. She claims that she made a mistake and that she was trying to apply for benefits for her Mother and didn't realize that her Mother had already applied for such benefits. The social worker in charge of her Mother's case was the one who pressed charges and she was found guilty.	
3	The people who apply to volunteer with our non-profit complete a DOJ live-scan background check that they pay for. Do we need to have them sign an authorization for the background check, or since they pay is it fine to just send them the referral form without the authorization for background check?	
7	Q2 Another client who states that his building and surrounding property is smoke free. He does not want a smoker because there are employees who have asthma and he does not like the smell. Can he do this?	
7	We had an applicant mention during an interview that he had suffered a stroke last year. If he asks for an accommodation what are our obligations.	
0	We have a group that has asked if we can find and send them a template "offer of employment letter" that they could use to help prevent a law suit. Do you have something they can use?	
3	Background check with "a record has been found" letter	
8	The question is, I want to hire a college student to do some personnel filling. They will be looking at employee files and helping with I-9s and having access to personnel files to organize them. Is there anything I need to know because the person is in college because it is confidential data they will be handling. In the state of Massachusetts.	
6	In regards to unsolicited resumes, how long do we have to keep them? We assume that if we accept them from our employees, we should allow them from the outside as well. We assume that we are consistent across the board in retention of those unsolicited resumes.	
3	When I am rehiring someone who left for college and is coming back for the summer, do I have to re-do the background check and the I-9 form?	
8	I am having problems finding the FCRA and CCRAA regulations regarding mailing individuals the background results report. I know that the ICRA requireswithin 3 business days but I don't know FCRA and CCRAA requirements	
0	I believe you requested for me that my password be reset. I use Workplace Pro and the link is taking me to Comply. I dont believe we have access to that.	
5	Do you have an Intern offer letter template? or guidelines on how Interns should be hired? Is it an actual employee without benefits?	
5	Job Description Template	
5	Hello! What are the restrictions for an employee that is 17 years old?	
5	Hello, When hiring an employee and setting up a probationary period is 30 days acceptable as a probationary period? We are looking to pay someone based on their skills and need 30 days to evaluate that and increase or decrease their pay. Is decreasing their pay based on skills permitted?	
5	Is there any issues with receding an offer letter before the start date?	
6	Unpaid internship criteria? We have a set of tasks we want to teach this person to do. We were thinking to teach how we do Marketing through Social Media.	
2	Hello, we have recently hired our first employee in Tennessee and noticing there are no state withholding forms to provide to employees. Any required forms, documents we need to provide to her at the time of hire?	
5	I've been doing an internal audit of our I-9 forms. I found that some employees had completed the incorrect I-9 version when they were hired. How can I correct that now? Do I need to re-verify their documents?	
6	Good Afternoon, We have a private Sports Bar and Grill in Mansfield, Texas. Their practice has been to hire only waitresses. Can we advertise in job postings for waitress only? Can we advertise in job postings for waiters and waitresses without hiring any waiters? Discrimination issues? Thanks	
0	Do you have to pay an intern, if so what is the min amount?	
8	Employee, a Locker Room Attendant, who was with the Club for 10 years resigned from employment and now the employer wants to implement a policy, going forward for background checks. Does the employer have to include all new hires and current employees who currently work for the Club?	
6	What is your recommendation on probationary period? We are updating our employee handbook and we have a department head who would like 6 or 12 months. Since we are an at-will state is a probationary period needed? Does a probationary period imply the employee will be employed at least that long? Your thought?	
2	Hello - we are hiring our first employee in the state of Illinois tomorrow. Is there a state tax form or any state required notifications at the time of hire?	
5	The employee's card has a date on it. It also says not valid without DHS authorization.	
3	Can we ask a potential employee about a conviction on their background check?	
6	It's about on-boarding. and best practices and finishing up paperwork. We want to see if we can wait to pay them until we are sure the paper work is correct. We ask that employees go in to the online system and review all required documents and put in their personal information. They can also enroll in medical and dental as well.	
6	We have student employee that we sometimes rehire. If we were to terminate employment but then rehire, are we required to have them complete a new I-9 form if it was completed 2-3 months prior?	
5	If an employee is going from exempt to hourly- does the employer need to fill out the wage theft order?	
0	can you accept a identification of a consulate issued ID for the 1-9 verification.?	
5	For employment applications in CA, are the gender statuses M/F only or is there Other?	
8	This is a background question regarding Wisconsin Law only. I have had Manages in Wisconsin say that employees do not have to disclose criminal convictions prior to 7 years. I do not find anything stating this to be true. They tell me this has come from the unemployment office and attorneys.	
4	dont interview questions	
3	As part of our post-offer of employment procedure I have all employees submit to a criminal background screen, DMV check, and drug test. We are a service provider so our technicians perform services on site at customer locations. One of our larger customers is now requesting that before an employee can go on site- I need to verify if they passed a background screen and if there were any issues that were of concern. There is a form to be complete by HR and then the employee must sign it. Is that information I am allowed to share with a 3rd party in respects to an employee's background screen. Does that violate any privacy laws? Thank you for your attention to this matter.	
6	Christina called in: We want to know if we can have different PTO accruals/programs for different departments, even though the employees in each department are both full time and both exempt.	
0	Hello, I was wondering if you could provide me with the background checks required for teachers interacting with minors in the state of Mississippi. We are a private school located in Pennsylvania but have a remote employee working with our students in MS. Thank you	
0	Can you send me an employment application for the state of New York?	
6	What is the law or standard policy regarding posting a job opening with in the workplace. If we have an open position within our company are we required to post the opening internally if we are also recruiting outside our workplace.	
6	Can we hire interns and do we need to pay them minimum wage? Can we pay a stipend? (Issue 3 of 3)	
5	Form I-9: If someone is a citizen of the United States we shouldn't have to re-verify them, correct? What about lawful permanent residents?	
7	A new employee from Scotland started working for us yesterday. We completed his I-9 form already. I just wanted to be sure that he needs to have a social security number too, correct? Not for I-9 purposes but in order to work?	
0	We would like to send a rejection letter to a candidate. Do you have templates?	
5	If an employer currently does not utilize e-Verify but they do work for governmental contracts in states outside their incorporation state, must they utilize e-Verify?	
6	We are creating some new positions. If we were to list a Purchasing and Inventory Control Manager, are there people out there with training in both Purchasing and Inventory Control that might apply for this position?	
3	Re: youth uprising it is possible for an employer to access driving records as part of a background check? if so, how can an employer access the records?	
3	Can you run a background check or MVR on an Applicant in the State of New Jersey? (just be clear...applicant meaning someone we are looking to hire, but have not yet made an offer to)	
1	I am going through a full internal audit of our I-9 files and have found several things that need fixing that I am not 100% sure about. My questions are listed below. My predecessor, Brittany, in signing the Forms I-9 of new employees, signed and dated both the Section 2 signature line AND the Section 3 signature line. None of these people were rehired or changed names or anything this was just an error she made on more than a few forms. I was wondering if I needed to cross it out/redo those pages without her signature in Section 3. (I discovered this because one of the employees just changed her name to her husbands last name and there is no place for me to sign off on that name change since Brittany already signed there.) One of our former employees left the SSN line blank on her I-9 section 1 and Brittany filled it in for her. I was wondering if there was any action needed here or if, since its a former employee, we can just let it go. We began in March of last year to p	
8	I received the following inquiry: "A question was raised about the sensitivity of asking about work availability from folks with a military commitment, particular people in the Reserves. How can interviewers better understand fit based on work schedule availability beyond simply stating the required work schedule for the vacancy?" In my opinion, in order to stay away from any potential discriminatory questions, I feel the safest bet would to just stick with the question of "Do you meet the availability requirements outlines in the job description?" However, any direction or advise your team could give would be so helpful. Thank you! - Paige Miller PhysAssist/TeamHealth	
6	Do you have any new hire probationary agreements for 90 0r 120 days? We are hiring someone that may or may not work out in a certain job and we want to be able to terminate her if we are not satisfied with the job she is doing. We have never done this and I just want to make sure we are compliant. Please advise. Thank you.	
8	for an office in different state, can the HR open up such as skype video to exam the I-9 documents instead of physically present at the office?	
1	We have a home service, senior care company. We had an applicant come in who has not had a driver license for 19 years (DUI problems). Two years ago she had a marijuana conviction. Can we hire someone like that?	
8	We were looking to increase diversity in the office. Is there anyone who can give me any insight on the best approach?	
5	We need to find a template letter for an employee who is applying for a green card. It's a urgency for employment letter. Does THR have such a template?	
8	We would like to start including an approximate value of a "total compensation" in the offer to prospective employees. This will be an approximate calculation of the value in benefits we provide. I would like to know your recommendation if it is an approximate amount if it should be included in the written offer, or just stated separately than the offer (for example, in the body of the email in which we send the official offer). With the benefits being subject to change I am nervous to include it in the offer.	
